cod,message,cnt,list__dt,list__main__temp,list__main__feels_like,list__main__temp_min,list__main__temp_max,list__main__pressure,list__main__sea_level,list__main__grnd_level,list__main__humidity,list__main__temp_kf,list__weather__id,list__weather__main,list__weather__description,list__weather__icon,list__clouds__all,list__wind__speed,list__wind__deg,list__wind__gust,list__visibility,list__pop,list__rain__3h,list__sys__pod,list__dt_txt,city__id,city__name,city__coord__lat,city__coord__lon,city__country,city__population,city__timezone,city__sunrise,city__sunset
200.0,0.0,40.0,1714381200,292.36,291.59,292.36,293.59,1014,1014,1008,48,-1.23,800,Clear,clear sky,01d,0,7.25,117,9.87,10000,0.0,,d,2024-04-29 09:00:00,6540125.0,Cagliari,39.2172,9.1133,IT,0.0,7200.0,1714364828.0,1714414461.0
,,,1714392000,292.13,291.49,292.13,292.33,1015,1015,1009,54,-0.2,800,Clear,clear sky,01d,0,8.35,134,11.84,10000,0.0,,d,2024-04-29 12:00:00,,,,,,,,,
,,,1714402800,292.17,291.59,292.17,292.17,1015,1015,1008,56,0.0,800,Clear,clear sky,01d,0,6.62,138,10.25,10000,0.0,,d,2024-04-29 15:00:00,,,,,,,,,
,,,1714413600,290.36,289.65,290.36,290.36,1015,1015,1008,58,0.0,800,Clear,clear sky,01d,0,3.72,126,7.27,10000,0.0,,d,2024-04-29 18:00:00,,,,,,,,,
,,,1714424400,287.87,287.15,287.87,287.87,1017,1017,1010,67,0.0,800,Clear,clear sky,01n,0,2.27,130,4.18,10000,0.0,,n,2024-04-29 21:00:00,,,,,,,,,
,,,1714435200,287.58,287.12,287.58,287.58,1016,1016,1009,78,0.0,800,Clear,clear sky,01n,4,2.92,83,4.57,10000,0.0,,n,2024-04-30 00:00:00,,,,,,,,,
,,,1714446000,287.71,287.52,287.71,287.71,1015,1015,1008,88,0.0,802,Clouds,scattered clouds,03n,40,3.42,95,5.81,10000,0.0,,n,2024-04-30 03:00:00,,,,,,,,,
,,,1714456800,289.84,289.73,289.84,289.84,1015,1015,1008,83,0.0,500,Rain,light rain,10d,65,5.4,119,8.96,10000,0.2,0.16,d,2024-04-30 06:00:00,,,,,,,,,
,,,1714467600,291.18,291.08,291.18,291.18,1015,1015,1008,78,0.0,500,Rain,light rain,10d,96,8.0,133,10.53,10000,0.36,0.19,d,2024-04-30 09:00:00,,,,,,,,,
,,,1714478400,290.09,290.01,290.09,290.09,1014,1014,1007,83,0.0,500,Rain,light rain,10d,96,8.27,135,11.05,10000,0.23,0.19,d,2024-04-30 12:00:00,,,,,,,,,
,,,1714489200,289.61,289.5,289.61,289.61,1012,1012,1005,84,0.0,500,Rain,light rain,10d,100,5.46,121,8.76,10000,0.66,0.34,d,2024-04-30 15:00:00,,,,,,,,,
,,,1714500000,288.08,288.11,288.08,288.08,1010,1010,1003,95,0.0,501,Rain,moderate rain,10d,100,1.51,325,2.16,7264,1.0,7.58,d,2024-04-30 18:00:00,,,,,,,,,
,,,1714510800,287.91,287.87,287.91,287.91,1009,1009,1002,93,0.0,500,Rain,light rain,10n,100,2.18,352,2.05,10000,1.0,2.56,n,2024-04-30 21:00:00,,,,,,,,,
,,,1714521600,287.72,287.66,287.72,287.72,1009,1009,1002,93,0.0,500,Rain,light rain,10n,95,1.27,322,1.23,10000,1.0,1.16,n,2024-05-01 00:00:00,,,,,,,,,
,,,1714532400,287.62,287.52,287.62,287.62,1008,1008,1002,92,0.0,500,Rain,light rain,10n,100,1.57,306,1.95,10000,0.83,0.38,n,2024-05-01 03:00:00,,,,,,,,,
,,,1714543200,288.23,288.09,288.23,288.23,1009,1009,1002,88,0.0,500,Rain,light rain,10d,100,2.05,314,3.34,10000,0.82,0.33,d,2024-05-01 06:00:00,,,,,,,,,
,,,1714554000,291.56,291.13,291.56,291.56,1010,1010,1003,64,0.0,500,Rain,light rain,10d,61,4.02,275,6.23,10000,0.24,0.13,d,2024-05-01 09:00:00,,,,,,,,,
,,,1714564800,293.94,293.3,293.94,293.94,1010,1010,1003,47,0.0,802,Clouds,scattered clouds,03d,38,7.24,253,8.76,10000,0.0,,d,2024-05-01 12:00:00,,,,,,,,,
,,,1714575600,293.64,293.05,293.64,293.64,1010,1010,1003,50,0.0,800,Clear,clear sky,01d,1,7.35,256,9.08,10000,0.0,,d,2024-05-01 15:00:00,,,,,,,,,
,,,1714586400,290.29,289.81,290.29,290.29,1012,1012,1005,67,0.0,800,Clear,clear sky,01d,0,3.88,252,5.55,10000,0.0,,d,2024-05-01 18:00:00,,,,,,,,,
,,,1714597200,287.12,286.87,287.12,287.12,1013,1013,1006,88,0.0,800,Clear,clear sky,01n,3,1.11,336,1.1,10000,0.0,,n,2024-05-01 21:00:00,,,,,,,,,
,,,1714608000,286.49,286.15,286.49,286.49,1013,1013,1007,87,0.0,800,Clear,clear sky,01n,4,0.45,274,0.77,10000,0.0,,n,2024-05-02 00:00:00,,,,,,,,,
,,,1714618800,286.58,286.28,286.58,286.58,1013,1013,1006,88,0.0,800,Clear,clear sky,01n,2,1.48,264,2.21,10000,0.0,,n,2024-05-02 03:00:00,,,,,,,,,
,,,1714629600,288.39,287.93,288.39,288.39,1014,1014,1008,75,0.0,801,Clouds,few clouds,02d,18,2.85,267,5.69,10000,0.0,,d,2024-05-02 06:00:00,,,,,,,,,
,,,1714640400,292.43,291.61,292.43,292.43,1016,1016,1009,46,0.0,802,Clouds,scattered clouds,03d,40,6.53,261,10.02,10000,0.0,,d,2024-05-02 09:00:00,,,,,,,,,
,,,1714651200,293.62,292.77,293.62,293.62,1016,1016,1009,40,0.0,801,Clouds,few clouds,02d,21,8.25,258,10.94,10000,0.0,,d,2024-05-02 12:00:00,,,,,,,,,
,,,1714662000,292.5,291.53,292.5,292.5,1016,1016,1009,40,0.0,800,Clear,clear sky,01d,3,8.27,272,10.63,10000,0.0,,d,2024-05-02 15:00:00,,,,,,,,,
,,,1714672800,289.22,288.29,289.22,289.22,1017,1017,1010,54,0.0,800,Clear,clear sky,01d,2,5.26,297,8.28,10000,0.0,,d,2024-05-02 18:00:00,,,,,,,,,
,,,1714683600,285.1,284.52,285.1,285.1,1019,1019,1013,83,0.0,801,Clouds,few clouds,02n,24,3.16,315,3.99,10000,0.0,,n,2024-05-02 21:00:00,,,,,,,,,
,,,1714694400,284.39,283.79,284.39,284.39,1019,1019,1012,85,0.0,803,Clouds,broken clouds,04n,62,2.97,328,3.3,10000,0.0,,n,2024-05-03 00:00:00,,,,,,,,,
,,,1714705200,283.57,282.94,283.57,283.57,1018,1018,1011,87,0.0,803,Clouds,broken clouds,04n,58,2.5,333,2.8,10000,0.0,,n,2024-05-03 03:00:00,,,,,,,,,
,,,1714716000,285.75,285.1,285.75,285.75,1019,1019,1012,78,0.0,802,Clouds,scattered clouds,03d,34,1.33,331,1.18,10000,0.0,,d,2024-05-03 06:00:00,,,,,,,,,
,,,1714726800,290.75,289.92,290.75,290.75,1019,1019,1012,52,0.0,800,Clear,clear sky,01d,7,0.96,337,2.99,10000,0.0,,d,2024-05-03 09:00:00,,,,,,,,,
,,,1714737600,292.26,291.53,292.26,292.26,1017,1017,1011,50,0.0,800,Clear,clear sky,01d,4,5.56,168,4.78,10000,0.0,,d,2024-05-03 12:00:00,,,,,,,,,
,,,1714748400,293.15,292.41,293.15,293.15,1016,1016,1009,46,0.0,800,Clear,clear sky,01d,0,1.95,141,3.51,10000,0.0,,d,2024-05-03 15:00:00,,,,,,,,,
,,,1714759200,290.47,289.51,290.47,290.47,1016,1016,1009,48,0.0,801,Clouds,few clouds,02d,22,3.54,345,4.05,10000,0.0,,d,2024-05-03 18:00:00,,,,,,,,,
,,,1714770000,286.98,285.91,286.98,286.98,1017,1017,1010,57,0.0,804,Clouds,overcast clouds,04n,100,3.55,326,4.18,10000,0.0,,n,2024-05-03 21:00:00,,,,,,,,,
,,,1714780800,285.8,284.61,285.8,285.8,1016,1016,1009,57,0.0,804,Clouds,overcast clouds,04n,100,2.22,307,2.42,10000,0.0,,n,2024-05-04 00:00:00,,,,,,,,,
,,,1714791600,285.86,284.52,285.86,285.86,1014,1014,1008,51,0.0,804,Clouds,overcast clouds,04n,100,1.67,321,1.57,10000,0.0,,n,2024-05-04 03:00:00,,,,,,,,,
,,,1714802400,287.49,286.15,287.49,287.49,1014,1014,1007,45,0.0,804,Clouds,overcast clouds,04d,100,2.37,334,2.4,10000,0.0,,d,2024-05-04 06:00:00,,,,,,,,,
200.0,0.0,40.0,1714834800,296.52,295.7,295.2,296.52,1016,1016,1010,30,1.32,800,Clear,clear sky,01d,0,6.93,342,7.29,10000,0.0,,d,2024-05-04 15:00:00,6540125.0,Cagliari,39.2172,9.1133,IT,0.0,7200.0,1714796472.0,1714846758.0
,,,1714845600,294.62,293.81,290.82,294.62,1017,1017,1011,38,3.8,801,Clouds,few clouds,02d,19,5.66,342,7.83,10000,0.0,,d,2024-05-04 18:00:00,,,,,,,,,
,,,1714856400,290.59,289.77,287.62,290.59,1018,1018,1012,53,2.97,803,Clouds,broken clouds,04n,51,3.92,337,5.2,10000,0.0,,n,2024-05-04 21:00:00,,,,,,,,,
,,,1714867200,286.92,286.0,286.92,286.92,1018,1018,1011,63,0.0,802,Clouds,scattered clouds,03n,49,3.49,322,4.08,10000,0.0,,n,2024-05-05 00:00:00,,,,,,,,,
,,,1714878000,286.39,285.34,286.39,286.39,1018,1018,1011,60,0.0,800,Clear,clear sky,01n,9,2.21,317,2.48,10000,0.0,,n,2024-05-05 03:00:00,,,,,,,,,
,,,1714888800,289.01,287.96,289.01,289.01,1018,1018,1011,50,0.0,800,Clear,clear sky,01d,5,1.93,321,1.91,10000,0.0,,d,2024-05-05 06:00:00,,,,,,,,,
,,,1714899600,293.27,292.36,293.27,293.27,1018,1018,1011,39,0.0,801,Clouds,few clouds,02d,16,1.34,168,0.9,10000,0.0,,d,2024-05-05 09:00:00,,,,,,,,,
,,,1714910400,292.32,291.55,292.32,292.32,1017,1017,1011,48,0.0,801,Clouds,few clouds,02d,18,5.39,146,4.61,10000,0.0,,d,2024-05-05 12:00:00,,,,,,,,,
,,,1714921200,291.98,291.33,291.98,291.98,1016,1016,1009,54,0.0,804,Clouds,overcast clouds,04d,85,5.36,146,5.84,10000,0.0,,d,2024-05-05 15:00:00,,,,,,,,,
,,,1714932000,289.95,289.44,289.95,289.95,1015,1015,1009,67,0.0,803,Clouds,broken clouds,04d,80,3.66,139,4.75,10000,0.0,,d,2024-05-05 18:00:00,,,,,,,,,
,,,1714942800,288.85,288.17,288.85,288.85,1016,1016,1009,65,0.0,800,Clear,clear sky,01n,9,3.12,141,3.56,10000,0.0,,n,2024-05-05 21:00:00,,,,,,,,,
,,,1714953600,288.5,287.94,288.5,288.5,1015,1015,1008,71,0.0,801,Clouds,few clouds,02n,13,3.46,131,4.54,10000,0.0,,n,2024-05-06 00:00:00,,,,,,,,,
,,,1714964400,288.93,288.29,288.93,288.93,1014,1014,1007,66,0.0,804,Clouds,overcast clouds,04n,100,2.45,130,3.52,10000,0.0,,n,2024-05-06 03:00:00,,,,,,,,,
,,,1714975200,290.81,290.28,290.81,290.81,1014,1014,1007,63,0.0,804,Clouds,overcast clouds,04d,87,2.94,128,5.73,10000,0.0,,d,2024-05-06 06:00:00,,,,,,,,,
,,,1714986000,292.54,292.23,292.54,292.54,1014,1014,1007,65,0.0,804,Clouds,overcast clouds,04d,100,4.89,160,6.28,10000,0.0,,d,2024-05-06 09:00:00,,,,,,,,,
,,,1714996800,292.51,292.3,292.51,292.51,1013,1013,1006,69,0.0,500,Rain,light rain,10d,100,6.06,154,6.02,10000,0.2,0.29,d,2024-05-06 12:00:00,,,,,,,,,
,,,1715007600,292.37,292.12,292.37,292.37,1012,1012,1005,68,0.0,804,Clouds,overcast clouds,04d,100,4.7,121,4.22,10000,0.0,,d,2024-05-06 15:00:00,,,,,,,,,
,,,1715018400,289.98,289.89,289.98,289.98,1012,1012,1006,83,0.0,804,Clouds,overcast clouds,04d,100,1.9,118,1.83,10000,0.0,,d,2024-05-06 18:00:00,,,,,,,,,
,,,1715029200,289.48,289.21,289.48,289.48,1014,1014,1007,78,0.0,803,Clouds,broken clouds,04n,77,3.18,342,3.08,10000,0.0,,n,2024-05-06 21:00:00,,,,,,,,,
,,,1715040000,288.63,288.14,288.63,288.63,1013,1013,1007,73,0.0,803,Clouds,broken clouds,04n,77,4.01,317,5.23,10000,0.0,,n,2024-05-07 00:00:00,,,,,,,,,
,,,1715050800,287.9,287.28,287.9,287.9,1013,1013,1006,71,0.0,803,Clouds,broken clouds,04n,69,4.34,331,5.5,10000,0.0,,n,2024-05-07 03:00:00,,,,,,,,,
,,,1715061600,290.03,289.5,290.03,290.03,1014,1014,1008,66,0.0,802,Clouds,scattered clouds,03d,42,4.77,321,7.12,10000,0.0,,d,2024-05-07 06:00:00,,,,,,,,,
,,,1715072400,295.14,294.73,295.14,295.14,1014,1014,1008,51,0.0,802,Clouds,scattered clouds,03d,38,6.57,334,8.35,10000,0.0,,d,2024-05-07 09:00:00,,,,,,,,,
,,,1715083200,297.4,296.87,297.4,297.4,1014,1014,1007,38,0.0,801,Clouds,few clouds,02d,21,7.45,341,8.16,10000,0.0,,d,2024-05-07 12:00:00,,,,,,,,,
,,,1715094000,295.02,294.39,295.02,295.02,1014,1014,1007,43,0.0,802,Clouds,scattered clouds,03d,41,8.99,334,10.85,10000,0.0,,d,2024-05-07 15:00:00,,,,,,,,,
,,,1715104800,291.16,290.32,291.16,291.16,1014,1014,1008,50,0.0,803,Clouds,broken clouds,04d,63,7.36,324,11.02,10000,0.0,,d,2024-05-07 18:00:00,,,,,,,,,
,,,1715115600,287.0,286.37,287.0,287.0,1016,1016,1009,74,0.0,804,Clouds,overcast clouds,04n,100,5.35,330,8.45,10000,0.0,,n,2024-05-07 21:00:00,,,,,,,,,
,,,1715126400,286.57,286.11,286.57,286.57,1016,1016,1009,82,0.0,500,Rain,light rain,10n,98,6.24,312,10.77,8285,0.8,1.2,n,2024-05-08 00:00:00,,,,,,,,,
,,,1715137200,286.35,285.92,286.35,286.35,1014,1014,1007,84,0.0,500,Rain,light rain,10n,99,7.26,324,12.57,10000,1.0,2.61,n,2024-05-08 03:00:00,,,,,,,,,
,,,1715148000,286.95,286.5,286.95,286.95,1014,1014,1007,81,0.0,804,Clouds,overcast clouds,04d,100,5.79,331,10.26,10000,0.8,,d,2024-05-08 06:00:00,,,,,,,,,
,,,1715158800,291.86,291.17,291.86,291.86,1014,1014,1007,53,0.0,803,Clouds,broken clouds,04d,66,3.99,336,4.72,10000,0.0,,d,2024-05-08 09:00:00,,,,,,,,,
,,,1715169600,291.14,290.64,291.14,291.14,1014,1014,1007,63,0.0,500,Rain,light rain,10d,75,6.91,151,3.82,10000,0.2,0.13,d,2024-05-08 12:00:00,,,,,,,,,
,,,1715180400,290.84,290.39,290.84,290.84,1013,1013,1006,66,0.0,803,Clouds,broken clouds,04d,52,4.73,130,2.07,10000,0.0,,d,2024-05-08 15:00:00,,,,,,,,,
,,,1715191200,288.69,288.34,288.69,288.69,1014,1014,1007,78,0.0,803,Clouds,broken clouds,04d,65,2.36,133,2.33,10000,0.0,,d,2024-05-08 18:00:00,,,,,,,,,
,,,1715202000,286.79,286.38,286.79,286.79,1015,1015,1008,83,0.0,803,Clouds,broken clouds,04n,68,1.72,326,1.87,10000,0.0,,n,2024-05-08 21:00:00,,,,,,,,,
,,,1715212800,286.13,285.65,286.13,286.13,1014,1014,1007,83,0.0,802,Clouds,scattered clouds,03n,47,3.79,331,4.54,10000,0.0,,n,2024-05-09 00:00:00,,,,,,,,,
,,,1715223600,285.45,285.03,285.45,285.45,1013,1013,1006,88,0.0,800,Clear,clear sky,01n,9,4.78,328,6.37,10000,0.0,,n,2024-05-09 03:00:00,,,,,,,,,
,,,1715234400,287.63,287.04,287.63,287.63,1014,1014,1007,73,0.0,802,Clouds,scattered clouds,03d,33,5.64,333,8.16,10000,0.0,,d,2024-05-09 06:00:00,,,,,,,,,
,,,1715245200,293.37,292.73,293.37,293.37,1013,1013,1006,49,0.0,804,Clouds,overcast clouds,04d,88,4.4,336,5.31,10000,0.0,,d,2024-05-09 09:00:00,,,,,,,,,
,,,1715256000,289.82,289.45,289.82,289.82,1013,1013,1006,73,0.0,500,Rain,light rain,10d,88,5.38,142,4.36,10000,0.37,0.39,d,2024-05-09 12:00:00,,,,,,,,,
200.0,0.0,40.0,1719673200,301.86,302.44,299.41,301.86,1016,1016,1008,50,2.45,803,Clouds,broken clouds,04d,69,6.29,148,6.34,10000,0.0,,d,2024-06-29 15:00:00,6540125.0,Cagliari,39.2172,9.1133,IT,0.0,7200.0,1719633601.0,1719687232.0
,,,1719684000,298.79,299.16,296.65,298.79,1015,1015,1007,67,2.14,802,Clouds,scattered clouds,03d,50,4.06,149,4.02,10000,0.0,,d,2024-06-29 18:00:00,,,,,,,,,
,,,1719694800,295.75,296.15,295.75,295.75,1015,1015,1008,80,0.0,802,Clouds,scattered clouds,03n,29,3.19,322,3.67,10000,0.0,,n,2024-06-29 21:00:00,,,,,,,,,
,,,1719705600,295.7,296.0,295.7,295.7,1014,1014,1007,76,0.0,801,Clouds,few clouds,02n,17,5.96,331,9.73,10000,0.0,,n,2024-06-30 00:00:00,,,,,,,,,
,,,1719716400,294.44,294.58,294.44,294.44,1014,1014,1008,75,0.0,802,Clouds,scattered clouds,03n,36,4.2,324,6.39,10000,0.0,,n,2024-06-30 03:00:00,,,,,,,,,
,,,1719727200,296.73,296.79,296.73,296.73,1015,1015,1008,63,0.0,802,Clouds,scattered clouds,03d,28,4.84,325,5.72,10000,0.0,,d,2024-06-30 06:00:00,,,,,,,,,
,,,1719738000,302.08,301.69,302.08,302.08,1015,1015,1008,40,0.0,801,Clouds,few clouds,02d,12,2.05,320,2.76,10000,0.0,,d,2024-06-30 09:00:00,,,,,,,,,
,,,1719748800,301.59,301.72,301.59,301.59,1014,1014,1007,46,0.0,800,Clear,clear sky,01d,10,5.49,156,3.74,10000,0.0,,d,2024-06-30 12:00:00,,,,,,,,,
,,,1719759600,300.84,301.1,300.84,300.84,1013,1013,1006,48,0.0,800,Clear,clear sky,01d,5,4.65,144,4.17,10000,0.0,,d,2024-06-30 15:00:00,,,,,,,,,
,,,1719770400,298.95,299.05,298.95,298.95,1013,1013,1006,56,0.0,801,Clouds,few clouds,02d,11,3.23,138,3.48,10000,0.0,,d,2024-06-30 18:00:00,,,,,,,,,
,,,1719781200,295.99,296.24,295.99,295.99,1014,1014,1008,73,0.0,800,Clear,clear sky,01n,7,2.23,171,2.64,10000,0.0,,n,2024-06-30 21:00:00,,,,,,,,,
,,,1719792000,295.44,295.71,295.44,295.44,1013,1013,1006,76,0.0,801,Clouds,few clouds,02n,12,0.46,180,2.74,10000,0.0,,n,2024-07-01 00:00:00,,,,,,,,,
,,,1719802800,295.77,295.97,295.77,295.77,1013,1013,1006,72,0.0,802,Clouds,scattered clouds,03n,48,4.18,294,5.3,10000,0.0,,n,2024-07-01 03:00:00,,,,,,,,,
,,,1719813600,298.3,298.28,298.3,298.3,1012,1012,1005,54,0.0,803,Clouds,broken clouds,04d,59,1.81,280,2.33,10000,0.0,,d,2024-07-01 06:00:00,,,,,,,,,
,,,1719824400,300.87,301.21,300.87,300.87,1012,1012,1005,49,0.0,803,Clouds,broken clouds,04d,79,0.24,161,2.14,10000,0.0,,d,2024-07-01 09:00:00,,,,,,,,,
,,,1719835200,301.04,301.93,301.04,301.04,1012,1012,1005,55,0.0,802,Clouds,scattered clouds,03d,48,6.11,167,5.1,10000,0.0,,d,2024-07-01 12:00:00,,,,,,,,,
,,,1719846000,300.43,301.12,300.43,300.43,1012,1012,1005,54,0.0,803,Clouds,broken clouds,04d,76,3.57,330,6.46,10000,0.0,,d,2024-07-01 15:00:00,,,,,,,,,
,,,1719856800,298.7,298.77,298.7,298.7,1011,1011,1004,56,0.0,804,Clouds,overcast clouds,04d,85,7.23,319,11.55,10000,0.0,,d,2024-07-01 18:00:00,,,,,,,,,
,,,1719867600,295.1,295.23,295.1,295.1,1013,1013,1007,72,0.0,500,Rain,light rain,10n,31,6.87,326,11.81,10000,0.62,0.28,n,2024-07-01 21:00:00,,,,,,,,,
,,,1719878400,293.74,293.94,293.74,293.74,1013,1013,1006,80,0.0,801,Clouds,few clouds,02n,15,5.63,328,9.15,10000,0.07,,n,2024-07-02 00:00:00,,,,,,,,,
,,,1719889200,292.73,292.99,292.73,292.73,1011,1011,1005,86,0.0,800,Clear,clear sky,01n,1,5.41,318,9.37,10000,0.0,,n,2024-07-02 03:00:00,,,,,,,,,
,,,1719900000,295.25,295.47,295.25,295.25,1012,1012,1005,75,0.0,800,Clear,clear sky,01d,8,5.48,319,10.31,10000,0.0,,d,2024-07-02 06:00:00,,,,,,,,,
,,,1719910800,299.83,300.12,299.83,299.83,1011,1011,1004,47,0.0,800,Clear,clear sky,01d,0,9.14,320,11.23,10000,0.0,,d,2024-07-02 09:00:00,,,,,,,,,
,,,1719921600,301.06,300.61,301.06,301.06,1010,1010,1004,38,0.0,800,Clear,clear sky,01d,0,9.58,318,11.87,10000,0.0,,d,2024-07-02 12:00:00,,,,,,,,,
,,,1719932400,299.36,299.36,299.36,299.36,1010,1010,1003,42,0.0,801,Clouds,few clouds,02d,22,10.53,316,13.78,10000,0.0,,d,2024-07-02 15:00:00,,,,,,,,,
,,,1719943200,295.31,295.25,295.31,295.31,1010,1010,1004,64,0.0,803,Clouds,broken clouds,04d,63,8.99,323,11.47,10000,0.0,,d,2024-07-02 18:00:00,,,,,,,,,
,,,1719954000,294.52,294.62,294.52,294.52,1011,1011,1005,73,0.0,802,Clouds,scattered clouds,03n,37,6.31,307,10.62,10000,0.0,,n,2024-07-02 21:00:00,,,,,,,,,
,,,1719964800,292.36,292.53,292.36,292.36,1011,1011,1004,84,0.0,801,Clouds,few clouds,02n,22,4.97,318,8.86,10000,0.0,,n,2024-07-03 00:00:00,,,,,,,,,
,,,1719975600,292.12,292.37,292.12,292.12,1010,1010,1003,88,0.0,802,Clouds,scattered clouds,03n,26,5.02,327,8.91,10000,0.0,,n,2024-07-03 03:00:00,,,,,,,,,
,,,1719986400,294.92,295.08,294.92,294.92,1010,1010,1004,74,0.0,802,Clouds,scattered clouds,03d,40,7.67,323,11.73,10000,0.0,,d,2024-07-03 06:00:00,,,,,,,,,
,,,1719997200,299.81,299.81,299.81,299.81,1010,1010,1004,48,0.0,800,Clear,clear sky,01d,3,8.3,326,10.15,10000,0.0,,d,2024-07-03 09:00:00,,,,,,,,,
,,,1720008000,300.83,300.74,300.83,300.83,1010,1010,1004,43,0.0,803,Clouds,broken clouds,04d,52,9.33,323,11.45,10000,0.0,,d,2024-07-03 12:00:00,,,,,,,,,
,,,1720018800,300.58,300.18,300.58,300.58,1010,1010,1004,37,0.0,804,Clouds,overcast clouds,04d,87,9.68,320,12.2,10000,0.0,,d,2024-07-03 15:00:00,,,,,,,,,
,,,1720029600,296.51,296.31,296.51,296.51,1011,1011,1004,54,0.0,802,Clouds,scattered clouds,03d,44,8.45,324,11.19,10000,0.0,,d,2024-07-03 18:00:00,,,,,,,,,
,,,1720040400,292.79,292.79,292.79,292.79,1013,1013,1006,76,0.0,800,Clear,clear sky,01n,0,5.45,316,9.98,10000,0.0,,n,2024-07-03 21:00:00,,,,,,,,,
,,,1720051200,291.97,292.1,291.97,291.97,1013,1013,1006,84,0.0,800,Clear,clear sky,01n,2,4.49,321,8.12,10000,0.0,,n,2024-07-04 00:00:00,,,,,,,,,
,,,1720062000,292.25,292.44,292.25,292.25,1013,1013,1006,85,0.0,800,Clear,clear sky,01n,5,4.03,328,5.73,10000,0.0,,n,2024-07-04 03:00:00,,,,,,,,,
,,,1720072800,294.97,295.19,294.97,294.97,1014,1014,1007,76,0.0,800,Clear,clear sky,01d,3,4.2,331,5.19,10000,0.0,,d,2024-07-04 06:00:00,,,,,,,,,
,,,1720083600,300.14,300.68,300.14,300.14,1014,1014,1007,52,0.0,800,Clear,clear sky,01d,0,1.54,294,2.4,10000,0.0,,d,2024-07-04 09:00:00,,,,,,,,,
,,,1720094400,300.54,301.17,300.54,300.54,1014,1014,1007,53,0.0,800,Clear,clear sky,01d,1,6.38,178,4.43,10000,0.0,,d,2024-07-04 12:00:00,,,,,,,,,
200.0,0.0,40.0,1720126800,295.82,295.66,292.41,295.82,1014,1014,1008,58,3.41,800,Clear,clear sky,01n,0,5.11,328,7.58,10000,0.0,,n,2024-07-04 21:00:00,6540125.0,Cagliari,39.2172,9.1133,IT,0.0,7200.0,1720065747.0,1720119193.0
,,,1720137600,293.48,293.5,291.46,293.48,1014,1014,1008,74,2.02,800,Clear,clear sky,01n,0,4.79,333,6.98,10000,0.0,,n,2024-07-05 00:00:00,,,,,,,,,
,,,1720148400,291.23,291.26,291.23,291.23,1015,1015,1008,83,0.0,800,Clear,clear sky,01n,10,2.94,333,3.49,10000,0.0,,n,2024-07-05 03:00:00,,,,,,,,,
,,,1720159200,294.29,294.18,294.29,294.29,1015,1015,1009,66,0.0,800,Clear,clear sky,01d,8,1.33,309,1.43,10000,0.0,,d,2024-07-05 06:00:00,,,,,,,,,
,,,1720170000,297.55,297.56,297.55,297.55,1016,1016,1009,58,0.0,800,Clear,clear sky,01d,3,3.93,164,3.98,10000,0.0,,d,2024-07-05 09:00:00,,,,,,,,,
,,,1720180800,298.28,298.42,298.28,298.28,1016,1016,1009,60,0.0,800,Clear,clear sky,01d,5,6.23,151,5.39,10000,0.0,,d,2024-07-05 12:00:00,,,,,,,,,
,,,1720191600,298.01,298.2,298.01,298.01,1015,1015,1008,63,0.0,802,Clouds,scattered clouds,03d,38,6.52,153,6.9,10000,0.0,,d,2024-07-05 15:00:00,,,,,,,,,
,,,1720202400,296.38,296.66,296.38,296.38,1014,1014,1007,73,0.0,802,Clouds,scattered clouds,03d,31,5.25,157,6.77,10000,0.0,,d,2024-07-05 18:00:00,,,,,,,,,
,,,1720213200,295.17,295.52,295.17,295.17,1014,1014,1008,80,0.0,800,Clear,clear sky,01n,0,3.53,141,6.3,10000,0.0,,n,2024-07-05 21:00:00,,,,,,,,,
,,,1720224000,294.43,294.7,294.43,294.43,1013,1013,1007,80,0.0,800,Clear,clear sky,01n,0,3.41,120,6.4,10000,0.0,,n,2024-07-06 00:00:00,,,,,,,,,
,,,1720234800,293.9,294.28,293.9,293.9,1012,1012,1005,86,0.0,800,Clear,clear sky,01n,0,3.57,104,5.81,10000,0.0,,n,2024-07-06 03:00:00,,,,,,,,,
,,,1720245600,296.56,296.78,296.56,296.56,1012,1012,1005,70,0.0,800,Clear,clear sky,01d,0,3.59,98,6.37,10000,0.0,,d,2024-07-06 06:00:00,,,,,,,,,
,,,1720256400,300.0,300.98,300.0,300.0,1012,1012,1005,59,0.0,802,Clouds,scattered clouds,03d,34,7.96,141,9.96,10000,0.0,,d,2024-07-06 09:00:00,,,,,,,,,
,,,1720267200,300.12,301.12,300.12,300.12,1011,1011,1005,59,0.0,802,Clouds,scattered clouds,03d,48,8.36,140,10.76,10000,0.0,,d,2024-07-06 12:00:00,,,,,,,,,
,,,1720278000,300.19,301.28,300.19,300.19,1010,1010,1004,60,0.0,803,Clouds,broken clouds,04d,69,6.62,142,9.36,10000,0.0,,d,2024-07-06 15:00:00,,,,,,,,,
,,,1720288800,298.68,299.14,298.68,298.68,1010,1010,1003,71,0.0,803,Clouds,broken clouds,04d,74,5.5,139,9.67,10000,0.0,,d,2024-07-06 18:00:00,,,,,,,,,
,,,1720299600,296.76,297.32,296.76,296.76,1010,1010,1004,82,0.0,804,Clouds,overcast clouds,04n,100,5.46,124,9.75,10000,0.0,,n,2024-07-06 21:00:00,,,,,,,,,
